MJD	band	Flux	Flux_err	FilterSet	Instr	Phase	Log_Phase	Log_Flux	Log_Flux_err
57985.989	VISTA_Y	1.0073975749642121e-16	9.278474180602015e-19	GeneralFilters	VIRCAM	3.4604814800040913	0.5391365293017998	-15.996799098922946	0.00399999983845544
57985.989	VISTA_J	6.148778923389728e-17	1.1326468893829945e-18	GeneralFilters	VIRCAM	3.4604814800040913	0.5391365293017998	-16.211211121539502	0.007999999676890955
57985.989	Swope_V	3.690947170923255e-17	4.0793854039431734e-18	GeneralFilters	E2V4kx4kccd	3.4604814800040913	0.5391365293017998	-16.432862170881478	0.047999998061365526
57985.995	Swope_B	2.2054087706570146e-17	2.6406334001688188e-18	GeneralFilters	E2V4kx4kccd	3.4664814800053136	0.5398888842829566	-16.65651090261906	0.05199999789975859
57986.001	Swope_g	4.571303497505411e-17	2.1051629727586247e-18	GeneralFilters	E2V4kx4kccd	3.47248147999926	0.5406399381661472	-16.339959944119485	0.019999999192244274
57986.005	Swope_i	7.200318358090358e-17	3.315869009313558e-18	GeneralFilters	E2V4kx4kccd	3.476481480000075	0.5411399201432666	-16.142648301054106	0.01999999919226917
57986.008	Swope_r	5.2651002354008675e-17	4.3644026971907585e-18	GeneralFilters	E2V4kx4kccd	3.479481480004324	0.5415145292479522	-16.27859335643156	0.03599999854607332
57986.016	EFOSC2_V	3.620705643834675e-17	5.002189502940442e-18	GeneralFilters	EFOSC2	3.487481480005954	0.5425119100013457	-16.441206781025194	0.059999997576732
57986.039	GMOS_g	4.278378279292828e-17	3.940531860092366e-19	GeneralFilters	GMOS	3.5104814799997257	0.5453666861998804	-16.368720819262727	0.003999999838455005
57986.039	GMOS_i	7.093824333772325e-17	6.533653401435178e-19	GeneralFilters	GMOS	3.5104814799997257	0.5453666861998804	-16.149119570278785	0.00399999983845495
57986.039	GMOS_r	6.099249300910192e-17	5.617615980620554e-19	GeneralFilters	GMOS	3.5104814799997257	0.5453666861998804	-16.21472361491302	0.003999999838457094
57986.049	GMOS_z	7.230396930689014e-17	6.659441406664494e-19	GeneralFilters	GMOS	3.520481480001763	0.5466020639918124	-16.140837860371292	0.00399999983845536
57986.053	EFOSC2_V	3.2121307797520065e-17	9.1712931478351e-18	GeneralFilters	EFOSC2	3.524481480002578	0.5470952328344321	-16.493206781024615	0.12399999499177926
57986.236	GFC_z	1.0711500042804896e-16	2.959696719123686e-17	GeneralFilters	GFC	3.707481479999842	0.5690789902725134	-15.97014970613404	0.11999999515343211
57986.709	SIRIUS_H	3.954978042964924e-17	1.4570676987283636e-18	GeneralFilters	SIRIUS	4.180481480005255	0.6212263038007189	-16.402855923252435	0.015999999353796923
57986.709	SIRIUS_J	4.7499278724203406e-17	5.2498140816622165e-18	GeneralFilters	SIRIUS	4.180481480005255	0.6212263038007189	-16.323312985079905	0.047999998061488976
57986.709	SIRIUS_Ks	2.6332778611325525e-17	1.6977369090913914e-18	GeneralFilters	SIRIUS	4.180481480005255	0.6212263038007189	-16.57950331210939	0.027999998869270838
57986.715	Sinistro_r	3.453394170973762e-17	9.860149685289086e-18	GeneralFilters	Sinistro	4.186481479999202	0.621849174332813	-16.461753848378365	0.12399999499198985
57986.969	Sinistro_r	3.61614762409913e-17	9.325665750277988e-18	GeneralFilters	Sinistro	4.440481480000017	0.6474300630808807	-16.441753848378372	0.11199999547664631
57986.97	FORS2_R	3.3557749392725984e-17	1.854469689248782e-18	GeneralFilters	FORS2	4.4414814800038585	0.6475278555367516	-16.474207173561325	0.02399999903069067
57986.973	FLAMINGOS-2_H	3.4907846533914007e-17	3.2151313524510572e-18	GeneralFilters	FLAMINGOS-2	4.444481480000832	0.6478211008495581	-16.45707694199891	0.03999999838452002
57986.974	GROND_H	3.078284498850862e-17	2.8352046851165423e-18	GeneralFilters	GROND	4.445481480004673	0.6479188053028516	-16.511691244617843	0.0399999983845553
57986.974	GROND_J	5.122835258889113e-17	3.3028138148872346e-18	GeneralFilters	GROND	4.445481480004673	0.6479188053028516	-16.290489610023677	0.027999998869188747
57986.974	GROND_K	2.6953589295639508e-17	2.730768937963767e-18	GeneralFilters	GROND	4.445481480004673	0.6479188053028516	-16.569383393464427	0.043999998222957595
57986.974	GROND_g	2.3544162870387897e-17	4.770694391127469e-18	GeneralFilters	GROND	4.445481480004673	0.6479188053028516	-16.62811674659881	0.08799999644579924
57986.974	GROND_i	3.9772883004881033e-17	1.465287101024196e-18	GeneralFilters	GROND	4.445481480004673	0.6479188053028516	-16.400412927300902	0.015999999353849315
57986.974	GROND_r	2.91433494098926e-17	1.3421007840201708e-18	GeneralFilters	GROND	4.445481480004673	0.6479188053028516	-16.53546053675816	0.019999999192273216
57986.974	GROND_z	4.253843344844241e-17	2.3507606107710562e-18	GeneralFilters	GROND	4.445481480004673	0.6479188053028516	-16.371218507786	0.02399999903077695
57986.975	DECam_Y	6.173095683447429e-17	1.7056893029155386e-18	GeneralFilters	DECam	4.446481480001239	0.6480164877795321	-16.209496991383585	0.011999999515379795
57986.978	DECam_z	5.1205054752230254e-17	1.4148478919579627e-18	GeneralFilters	DECam	4.449481480005488	0.6483094034543844	-16.290687165144398	0.01199999951534137
57986.979	VISTA_Ks	2.5764413795396115e-17	4.745980219122778e-19	GeneralFilters	VIRCAM	4.450481480002054	0.6484069981262254	-16.58897973437197	0.007999999676900543
57986.98	VIMOS_z	5.721480595742705e-17	5.269678159015962e-19	GeneralFilters	VIMOS	4.451481480005896	0.6485045708722252	-16.242491570620498	0.0039999998384502725
57986.98	DECam_i	5.2768128896405333e-17	1.4580372248948822e-18	GeneralFilters	DECam	4.451481480005896	0.6485045708722252	-16.277628305185644	0.011999999515323233
57986.984	DECam_r	3.3707371932872157e-17	1.5522817800381813e-18	GeneralFilters	DECam	4.455481479999435	0.6488946427854894	-16.472275106854426	0.019999999192227037
57986.988	Swope_i	4.670374419562628e-17	1.7206294532646049e-18	GeneralFilters	E2V4kx4kccd	4.45948148000025	0.6492843646614717	-16.330648301054506	0.015999999353863505
57986.989	VISTA_Y	7.571830807214994e-17	1.3947827231401174e-18	GeneralFilters	VIRCAM	4.460481480004091	0.6493817405109764	-16.12079909892296	0.00799999967691492
57986.989	VISTA_J	5.0209844742190325e-17	1.3873492242674838e-18	GeneralFilters	VIRCAM	4.460481480004091	0.6493817405109764	-16.2992111215397	0.011999999515350846
57986.991	DECam_g	1.892766258118509e-17	1.9176322855557276e-18	GeneralFilters	DECam	4.462481480004499	0.6495764267340219	-16.722903014708724	0.04399999822293057
57986.997	Swope_r	2.6146083485641562e-17	2.889771822851423e-18	GeneralFilters	E2V4kx4kccd	4.468481480005721	0.6501599623047435	-16.582593356431936	0.04799999806139528
57987.004	Swope_g	1.853702586370408e-17	1.7073231079282812e-18	GeneralFilters	E2V4kx4kccd	4.475481480003509	0.6508397643134677	-16.731959944117865	0.03999999838436862
57987.01	FORS2_I	4.8447189168002835e-17	2.677290505685618e-18	GeneralFilters	FORS2	4.481481480004732	0.6514216060143528	-16.31473141498551	0.023999999030679828
57987.02	FORS2_B	9.597231173515586e-18	1.149118908167815e-18	GeneralFilters	FORS2	4.491481479999493	0.6523896132677258	-17.017854043992415	0.05199999789993192
57987.02	FORS2_V	2.2138343287772638e-17	1.0195083435870505e-18	GeneralFilters	FORS2	4.491481479999493	0.6523896132677258	-16.65485488245908	0.01999999919229402
57987.039	FLAMINGOS-2_Ks	2.3034630226485016e-17	1.909410985442931e-18	GeneralFilters	FLAMINGOS-2	4.510481479999726	0.654222903950249	-16.63761875505819	0.035999998546095806
57987.049	FLAMINGOS-2_H	3.1836334417506553e-17	2.0525642503676033e-18	GeneralFilters	FLAMINGOS-2	4.520481480001763	0.6551846943183725	-16.497076941998852	0.02799999886910194
57987.049	FLAMINGOS-2_J	4.6786057806321906e-17	2.585492997940331e-18	GeneralFilters	FLAMINGOS-2	4.520481480001763	0.6551846943183725	-16.329883546923412	0.023999999030763722
57987.358	Sinistro_r	2.411271714230046e-17	7.32884866573311e-18	GeneralFilters	Sinistro	4.829481480002869	0.6839005049829979	-16.617753848377472	0.13199999466871523
57987.709	SIRIUS_H	3.3817700747288966e-17	1.5573626095014929e-18	GeneralFilters	SIRIUS	5.180481480005255	0.7143701254579623	-16.47085592325246	0.019999999192232717
57987.709	SIRIUS_J	4.024269108704001e-17	2.2238932045661917e-18	GeneralFilters	SIRIUS	5.180481480005255	0.7143701254579623	-16.395312985080018	0.02399999903078739
57987.709	SIRIUS_Ks	2.3795601533827325e-17	8.7666232252331e-19	GeneralFilters	SIRIUS	5.180481480005255	0.7143701254579623	-16.623503312108348	0.015999999353793395
57987.975	DECam_Y	3.967372773569175e-17	6.5773533872441655e-18	GeneralFilters	DECam	5.446481480001239	0.7361160312134204	-16.401496991384153	0.07199999709223182
57987.977	DECam_z	3.675469598543076e-17	3.723755712848654e-18	GeneralFilters	DECam	5.448481480001647	0.7362754790200682	-16.434687165143895	0.04399999822300059
57987.979	DECam_i	3.8937825528617425e-17	6.455351015637579e-18	GeneralFilters	DECam	5.450481480002054	0.7364348683081904	-16.409628305186065	0.07199999709227466
57987.983	DECam_r	2.04986326734813e-17	4.531185034999621e-18	GeneralFilters	DECam	5.454481480002869	0.7367534715005623	-16.68827510685481	0.09599999612309378
57987.99	DECam_g	1.4358100381836027e-17	5.554205423360188e-18	GeneralFilters	DECam	5.461481480000657	0.7373104652903378	-16.84290301470782	0.1679999932145614
57988.002	Swope_i	2.076594497728953e-17	2.2951369639462077e-18	GeneralFilters	E2V4kx4kccd	5.473481480003102	0.7382636529499604	-16.68264830105377	0.04799999806144739
57988.234	GFC_y	3.799656961453833e-17	1.5398298299322858e-17	GeneralFilters	GFC	5.705481479999435	0.7562922999871182	-16.420255610349646	0.1759999928924478
57988.729	SIRIUS_H	2.865128315630871e-17	1.0555522372232105e-18	GeneralFilters	SIRIUS	6.200481480002054	0.792425414657794	-16.542855923252425	0.015999999353806714
57988.729	SIRIUS_H	1.8413827769897774e-17	3.052757060329331e-18	GeneralFilters	SIRIUS	6.200481480002054	0.792425414657794	-16.73485592325322	0.07199999709237971
57988.729	SIRIUS_J	3.843147162976203e-17	1.769834602051052e-18	GeneralFilters	SIRIUS	6.200481480002054	0.792425414657794	-16.415312985079023	0.01999999919224974
57988.729	SIRIUS_J	2.9423004278347813e-17	5.148921591269756e-18	GeneralFilters	SIRIUS	6.200481480002054	0.792425414657794	-16.531312985079087	0.07599999693051507
57988.729	SIRIUS_Ks	2.3577442147617104e-17	6.51468775529985e-19	GeneralFilters	SIRIUS	6.200481480002054	0.792425414657794	-16.627503312109056	0.011999999515364538
57988.729	SIRIUS_Ks	1.7558875030227013e-17	1.6172320904632344e-18	GeneralFilters	SIRIUS	6.200481480002054	0.792425414657794	-16.755503312109603	0.03999999838463243
57988.974	DECam_Y	3.209985041608531e-17	9.165166624722738e-18	GeneralFilters	DECam	6.445481480004673	0.8092553648700118	-16.493496991383918	0.12399999499207505
57988.98	FORS2_I	2.194161472736872e-17	1.4146281225152158e-18	GeneralFilters	FORS2	6.451481480005896	0.8096594549008234	-16.658731414984572	0.027999998869143904
57988.985	DECam_r	1.7689880255790698e-17	5.7025434100394686e-18	GeneralFilters	DECam	6.456481480003276	0.8099959096185373	-16.752275106854288	0.13999999434610058
57988.989	VISTA_Ks	2.065476535573994e-17	5.707122346405596e-19	GeneralFilters	VIRCAM	6.460481480004091	0.8102648858459794	-16.684979734373485	0.011999999515375255
57988.996	DECam_g	1.3711879413956642e-17	6.567135714957957e-18	GeneralFilters	DECam	6.467481480001879	0.8107351937636093	-16.862903014709346	0.2079999915994758
57988.999	VISTA_Y	4.199532059846156e-17	1.5471647244857256e-18	GeneralFilters	VIRCAM	6.4704814800061285	0.8109365984940036	-16.37679909892318	0.015999999353835878
57988.999	VISTA_J	2.733939366088394e-17	1.0072204440434522e-18	GeneralFilters	VIRCAM	6.4704814800061285	0.8109365984940036	-16.563211121540412	0.015999999353828804
57989.0	FORS2_R	1.2995494998748233e-17	1.3166222014658207e-18	GeneralFilters	FORS2	6.471481480002694	0.8110037126532108	-16.886207173559608	0.04399999822269142
57989.02	FORS2_B	3.549326535828363e-18	8.172626041509898e-19	GeneralFilters	FORS2	6.491481479999493	0.8123438224036549	-17.449854043992826	0.0999999959614367
57989.02	FORS2_V	6.809968727123152e-18	1.003554037859453e-18	GeneralFilters	FORS2	6.491481479999493	0.8123438224036549	-17.166854882458587	0.06399999741529
57989.23	GFC_y	2.727372075717359e-17	1.0801610373280501e-17	GeneralFilters	GFC	6.701481480005896	0.826170821726065	-16.564255610350234	0.17199999305378194
57989.234	LRIS_I	1.2773192105212014e-17	1.058808979564237e-18	GeneralFilters	LRIS	6.705481479999435	0.8264299673627813	-16.893700556108524	0.03599999854591778
57989.699	SIRIUS_H	2.0005254318099655e-17	9.212759702822442e-19	GeneralFilters	SIRIUS	7.170481480003218	0.8555483184415765	-16.698855923252978	0.019999999192294685
57989.699	SIRIUS_H	1.9640117276377637e-17	3.07516668184897e-18	GeneralFilters	SIRIUS	7.170481480003218	0.8555483184415765	-16.706855923253162	0.06799999725388915
57989.699	SIRIUS_J	2.2319631235468064e-17	6.578284555321967e-18	GeneralFilters	SIRIUS	7.170481480003218	0.8555483184415765	-16.651312985080533	0.1279999948308198
57989.699	SIRIUS_J	2.1711359320042715e-17	1.5997520095964782e-18	GeneralFilters	SIRIUS	7.170481480003218	0.8555483184415765	-16.66331298508022	0.03199999870758997
57989.699	SIRIUS_Ks	1.855652657407062e-17	6.836476758650514e-19	GeneralFilters	SIRIUS	7.170481480003218	0.8555483184415765	-16.73150331210885	0.015999999353814673
57989.699	SIRIUS_Ks	1.7397894296331503e-17	1.9228862610415345e-18	GeneralFilters	SIRIUS	7.170481480003218	0.8555483184415765	-16.759503312109537	0.04799999806148966
57989.966	FLAMINGOS-2_H	1.56647352045583e-17	2.019885521422245e-18	GeneralFilters	FLAMINGOS-2	7.4374814800030435	0.871425897305682	-16.80507694199971	0.05599999773853111
57989.969	ANDICAM_K	1.6703600391886118e-17	2.6153792601757272e-18	GeneralFilters	ANDICAM	7.440481480000017	0.8716010400272435	-16.77718990838537	0.0679999972539017
57989.973	DECam_Y	2.2620542103064143e-17	1.0417144187701004e-18	GeneralFilters	DECam	7.444481480000832	0.8718344538388132	-16.645496991384558	0.019999999192310467
57989.979	VISTA_Ks	1.8664667843641306e-17	6.876317473067833e-19	GeneralFilters	VIRCAM	7.450481480002054	0.8721843395068593	-16.728979734371872	0.01599999935378257
57989.979	DECam_z	1.8937072194542703e-17	8.720843675836185e-19	GeneralFilters	DECam	7.450481480002054	0.8721843395068593	-16.722687165144936	0.019999999192314346
57989.982	DECam_i	1.5644860491807236e-17	7.204724219126801e-19	GeneralFilters	DECam	7.453481480006303	0.8723591766919284	-16.80562830518691	0.019999999192322853
57989.983	GROND_H	1.5860203499767685e-17	8.764672002149318e-19	GeneralFilters	GROND	7.454481480002869	0.8724174401156072	-16.799691244618717	0.02399999903078879
57989.983	GROND_J	1.877199327594161e-17	4.841100335366334e-18	GeneralFilters	GROND	7.454481480002869	0.8724174401156072	-16.72648961002219	0.11199999547645909
57989.983	GROND_K	1.6850647999956027e-17	1.8624023675942682e-18	GeneralFilters	GROND	7.454481480002869	0.8724174401156072	-16.77338339346362	0.04799999806131212
57989.987	DECam_r	1.3668627026381404e-17	1.3848197247027951e-18	GeneralFilters	DECam	7.458481480003684	0.8726504156784495	-16.86427510685225	0.04399999822282241
57989.989	VISTA_J	2.0173854231570952e-17	1.4864644526610573e-18	GeneralFilters	VIRCAM	7.460481480004091	0.8727668566095671	-16.69521112153955	0.03199999870752333
57989.99	Swope_i	7.200318358090358e-18	1.1937128433526376e-18	GeneralFilters	E2V4kx4kccd	7.461481480000657	0.8728250653696648	-17.142648301054106	0.07199999709215434
57989.997	DECam_g	4.540430007982106e-18	1.4218427400687766e-18	GeneralFilters	DECam	7.468481480005721	0.8732323083891453	-17.34290301470891	0.1359999945072389
57989.999	VISTA_Y	2.5775132178027393e-17	1.6617841163311372e-18	GeneralFilters	VIRCAM	7.4704814800061285	0.8733485934313532	-16.588799098923563	0.02799999886915487
57990.039	GMOS_i	1.1451976013851097e-17	3.1642977827781397e-19	GeneralFilters	GMOS	7.510481479999726	0.8756677795346994	-16.941119570278715	0.011999999515342233
57990.039	GMOS_r	8.980001001178102e-18	3.3083544968548783e-19	GeneralFilters	GMOS	7.510481479999726	0.8756677795346994	-17.046723614913308	0.015999999353846245
57990.229	HSC_z	1.3917338529669203e-17	5.127336790131097e-19	GeneralFilters	HSC	7.700481480002054	0.8865178807011422	-16.8564438087191	0.015999999353801694
57990.968	GROND_H	9.824461506861945e-18	2.35265240067348e-18	GeneralFilters	GROND	8.439481480003451	0.9263157644821787	-17.007691244617423	0.10399999579979911
57990.968	GROND_J	1.3228493552235759e-17	1.3402281563382307e-18	GeneralFilters	GROND	8.439481480003451	0.9263157644821787	-16.878489610022786	0.04399999822282778
57990.968	GROND_K	1.2665332815731839e-17	1.866432343139332e-18	GeneralFilters	GROND	8.439481480003451	0.9263157644821787	-16.89738339346627	0.06399999741533288
57990.972	VIMOS_z	1.3724875998587968e-17	3.7923232321434737e-19	GeneralFilters	VIMOS	8.443481480004266	0.9265215551321476	-16.86249157062084	0.011999999515353427
57990.973	DECam_Y	1.2779180624363013e-17	8.239041893020293e-19	GeneralFilters	DECam	8.444481480000832	0.9265729875614996	-16.893496991383074	0.027999998869151214
57990.979	ANDICAM_K	1.1770911423026012e-17	1.9514537336800535e-18	GeneralFilters	ANDICAM	8.450481480002054	0.9268814542929943	-16.9291899083829	0.07199999709188809
57990.979	VISTA_Ks	1.4158598471515813e-17	3.9121651753923564e-19	GeneralFilters	VIRCAM	8.450481480002054	0.9268814542929943	-16.848979734373064	0.01199999951538332
57990.979	VISTA_J	1.1396956179848743e-17	9.447285724360456e-19	GeneralFilters	VIRCAM	8.450481480002054	0.9268814542929943	-16.943211121541047	0.0359999985461694
57990.98	FLAMINGOS-2_H	1.0542001119556162e-17	1.747717462644198e-18	GeneralFilters	FLAMINGOS-2	8.451481480005896	0.9269328441209221	-16.977076941999165	0.07199999709204016
57990.983	DECam_z	1.1838940417121662e-17	6.542439988917463e-19	GeneralFilters	DECam	8.454481480002869	0.9270869771284477	-16.926687165145967	0.023999999030832414
57990.988	DECam_i	1.3254754699147399e-17	7.324847843722033e-19	GeneralFilters	DECam	8.45948148000025	0.9273437439756693	-16.877628305184185	0.02399999903064246
57990.989	VISTA_Y	1.734606226854457e-17	1.4378681803853763e-18	GeneralFilters	VIRCAM	8.460481480004091	0.9273950791334475	-16.760799098921325	0.03599999854595436
57990.99	FORS2_I	8.815939172624536e-18	9.743735663908618e-19	GeneralFilters	FORS2	8.461481480000657	0.9274464082235707	-17.054731414985557	0.04799999806146182
57990.997	DECam_r	7.042468176070171e-18	1.167543474133731e-18	GeneralFilters	DECam	8.468481480005721	0.9278055420924329	-17.152275106853846	0.07199999709212444
57991.0	FORS2_R	4.1859383367611476e-18	9.252939672152066e-19	GeneralFilters	FORS2	8.471481480002694	0.9279593657414092	-17.378207173561027	0.09599999612293916
57991.01	FORS2_V	3.2896153352581716e-18	7.877603683798179e-19	GeneralFilters	FORS2	8.481481480004732	0.9284717181052836	-17.482854882457826	0.10399999579968457
57991.709	SIRIUS_H	1.4898552536812198e-17	3.1560768905563536e-18	GeneralFilters	SIRIUS	9.180481480005255	0.962865458829346	-16.826855923252904	0.09199999628448974
57991.709	SIRIUS_H	1.3968316816713074e-17	1.1578765239919321e-18	GeneralFilters	SIRIUS	9.180481480005255	0.962865458829346	-16.854855923252632	0.03599999854623455
57991.709	SIRIUS_Ks	1.407656492955265e-17	2.7226489296893194e-18	GeneralFilters	SIRIUS	9.180481480005255	0.962865458829346	-16.851503312107937	0.08399999660722934
57991.709	SIRIUS_Ks	1.2956768161131341e-17	7.160174403917451e-19	GeneralFilters	SIRIUS	9.180481480005255	0.962865458829346	-16.88750331210898	0.02399999903073617
57991.959	FLAMINGOS-2_J	5.03635637114175e-18	9.277310907873e-19	GeneralFilters	FLAMINGOS-2	9.430481480005255	0.9745338665200811	-17.297883546923092	0.07999999676902711
57991.959	FLAMINGOS-2_Ks	1.1230038494452424e-17	8.274597819731266e-19	GeneralFilters	FLAMINGOS-2	9.430481480005255	0.9745338665200811	-16.949618755056473	0.031999998707512814
57991.969	ANDICAM_K	1.1879826325427736e-17	1.8600930731667575e-18	GeneralFilters	ANDICAM	9.440481480000017	0.9749941445920031	-16.92518990838342	0.06799999725363816
57991.969	GROND_H	6.796866743045034e-18	8.764203509341124e-19	GeneralFilters	GROND	9.440481480000017	0.9749941445920031	-17.167691244617615	0.05599999773835121
57991.969	GROND_J	7.682638352543517e-18	7.075971132388531e-19	GeneralFilters	GROND	9.440481480000017	0.9749941445920031	-17.114489610023075	0.03999999838448254
57991.969	GROND_K	1.1445021333498805e-17	2.1082507557718013e-18	GeneralFilters	GROND	9.440481480000017	0.9749941445920031	-16.941383393464566	0.07999999676891377
57991.974	VIMOS_z	8.119110074592729e-18	2.991190571370379e-19	GeneralFilters	VIMOS	9.445481480004673	0.975224100826363	-17.090491570620184	0.0159999993537759
57991.974	DECam_Y	6.584199911949701e-18	6.670699179868453e-19	GeneralFilters	DECam	9.445481480004673	0.975224100826363	-17.18149699138349	0.0439999982229511
57991.979	VISTA_Ks	1.1350637802959534e-17	5.227161669098984e-19	GeneralFilters	VIRCAM	9.450481480002054	0.9754539353644233	-16.944979734371877	0.01999999919223899
57991.979	VISTA_J	8.105669249641267e-18	1.0451835760348304e-18	GeneralFilters	VIRCAM	9.450481480002054	0.9754539353644233	-17.091211121540084	0.05599999773836364
57991.989	VISTA_Y	1.178150850438004e-17	1.5191637865349696e-18	GeneralFilters	VIRCAM	9.460481480004091	0.9759132398677315	-16.92879909892204	0.05599999773832906
57991.994	DECam_z	5.718904375339878e-18	3.6871137607080573e-19	GeneralFilters	DECam	9.465481480001472	0.9761427100895096	-17.242687165144083	0.027999998869187078
57992.0	DECam_i	7.284029480118708e-18	4.0253032849151253e-19	GeneralFilters	DECam	9.471481480002694	0.9764179144065533	-17.13762830518533	0.02399999903071757
57992.959	FLAMINGOS-2_Ks	8.757522160272212e-18	5.646182965755332e-19	GeneralFilters	FLAMINGOS-2	10.430481480005255	1.0183043562964391	-17.057618755058314	0.027999998869171663
57992.969	FLAMINGOS-2_H	7.226417650705632e-18	5.324621083598308e-19	GeneralFilters	FLAMINGOS-2	10.440481480000017	1.0187205273334359	-17.14107694199922	0.03199999870761215
57992.969	FLAMINGOS-2_J	2.501015901991941e-18	6.91056204082951e-19	GeneralFilters	FLAMINGOS-2	10.440481480000017	1.0187205273334359	-17.601883546923876	0.11999999515364941
57992.969	ANDICAM_K	7.635018463205573e-18	1.336101203093644e-18	GeneralFilters	ANDICAM	10.440481480000017	1.0187205273334359	-17.117189908383775	0.07599999693049098
57992.975	DECam_Y	2.9007012935043763e-18	5.610453481846638e-19	GeneralFilters	DECam	10.446481480001239	1.0189700386643665	-17.53749699138416	0.08399999660762052
57992.978	FLAMINGOS-2_Ks	1.197791549941197e-17	2.758016856015408e-18	GeneralFilters	FLAMINGOS-2	10.449481480005488	1.0190947405944955	-16.921618755057832	0.09999999596110441
57992.979	VISTA_Ks	9.016132089000861e-18	4.982498521477147e-19	GeneralFilters	VIRCAM	10.450481480002054	1.0191362999486029	-17.044979734372777	0.023999999030719935
57992.981	FLAMINGOS-2_H	4.953624218988702e-18	6.843684493371293e-19	GeneralFilters	FLAMINGOS-2	10.452481480002461	1.0192194067280862	-17.305076941999193	0.05999999757682029
57992.987	DECam_z	2.566331973903652e-18	3.0727827042295187e-19	GeneralFilters	DECam	10.458481480003684	1.019468631689026	-17.590687165143834	0.05199999789991054
57992.989	VISTA_J	3.604033992158648e-18	1.1618032453779966e-18	GeneralFilters	VIRCAM	10.460481480004091	1.0195516749037676	-17.44321112153945	0.13999999434598642
57992.99	FORS2_I	3.778057688347237e-18	1.0091186796280685e-18	GeneralFilters	FORS2	10.461481480000657	1.0195931905571098	-17.422731414984963	0.11599999531496989
57993.0	DECam_i	2.87323861696286e-18	2.646350456337938e-19	GeneralFilters	DECam	10.471481480002694	1.0200081289639265	-17.541628305185565	0.03999999838456072
57993.01	FORS2_R	1.8611990682171885e-18	4.79983734328344e-19	GeneralFilters	FORS2	10.481481480004732	1.0204226713041147	-17.730207173562064	0.11199999547699704
57993.01	FORS2_V	1.875621133715136e-18	4.837030338735224e-19	GeneralFilters	FORS2	10.481481480004732	1.0204226713041147	-17.726854882456884	0.11199999547618514
57993.016	GROND_H	4.249215484192874e-18	1.330648457653458e-18	GeneralFilters	GROND	10.487481480005954	1.020671206910576	-17.37169124461701	0.13599999450763056
57993.016	GROND_K	9.091103592220689e-18	1.8421074113074534e-18	GeneralFilters	GROND	10.487481480005954	1.020671206910576	-17.041383393464525	0.08799999644580997
57993.699	SIRIUS_H	7.818871518247672e-18	1.5123037670905856e-18	GeneralFilters	SIRIUS	11.170481480003218	1.0480718928651152	-17.106855923252603	0.08399999660771218
57993.699	SIRIUS_Ks	9.828713771899053e-18	1.0863095472171797e-18	GeneralFilters	SIRIUS	11.170481480003218	1.0480718928651152	-17.00750331210842	0.04799999806119968
57993.989	FLAMINGOS-2_H	4.1202451610073445e-18	6.83079458693401e-19	GeneralFilters	FLAMINGOS-2	11.460481480004091	1.0592028636799227	-17.38507694199964	0.07199999709227872
57993.989	FLAMINGOS-2_J	6.167603597363954e-18	6.816687134036188e-19	GeneralFilters	FLAMINGOS-2	11.460481480004091	1.0592028636799227	-17.209883546923653	0.04799999806145308
57993.989	VISTA_J	2.94299062376628e-18	1.0842377704697848e-18	GeneralFilters	VIRCAM	11.460481480004091	1.0592028636799227	-17.53121112154057	0.15999999353837807
57993.997	SOFI_H	7.11529243685982e-18	9.174796756002315e-19	GeneralFilters	SOFI	11.468481480005721	1.0595059175950061	-17.14780724581096	0.05599999773831027
57994.0	FORS2_I	1.5749565792501602e-18	4.496824529854611e-19	GeneralFilters	FORS2	11.471481480002694	1.0596195083147553	-17.80273141498676	0.12399999499242344
57994.962	FourStar_Ks	5.089371149035699e-18	4.218735480199331e-19	GeneralFilters	FourStar	12.433481480002229	1.0945927517992804	-17.293335876479702	0.035999998546130466
57994.985	SOFI_Ks	5.159358339775295e-18	4.2767500042013263e-19	GeneralFilters	SOFI	12.456481480003276	1.0953953866560233	-17.287404307447	0.03599999854604475
57994.989	VISTA_Ks	5.1882424843237545e-18	3.8228381826431823e-19	GeneralFilters	VIRCAM	12.460481480004091	1.0955348240301268	-17.28497973437231	0.03199999870760451
57995.969	VIMOS_z	2.135543535187956e-18	5.507342972277885e-19	GeneralFilters	VIMOS	13.440481480000017	1.128414826780435	-17.670491570620122	0.11199999547648783
57995.978	FourStar_Ks	4.392018123244639e-18	3.640678218115474e-19	GeneralFilters	FourStar	13.449481480005488	1.1287055412370723	-17.357335876479436	0.035999998546109
57995.99	SOFI_Ks	4.662251448483842e-18	3.864682890536954e-19	GeneralFilters	SOFI	13.461481480000657	1.1290928580442714	-17.331404307446896	0.035999998546022746
57996.989	VISTA_Ks	2.7734495200238458e-18	3.320773696792332e-19	GeneralFilters	VIRCAM	14.460481480004091	1.1601827535828337	-17.55697973437307	0.051999997899870636
57996.999	FLAMINGOS-2_H	1.145310014043647e-18	3.797530068528741e-19	GeneralFilters	FLAMINGOS-2	14.470481480006129	1.160482981750066	-17.94107694200103	0.14399999418505546
57997.799	MOIRCS_Ks	2.909213749991495e-18	1.3397423884989741e-19	GeneralFilters	MOIRCS	15.270481480001763	1.1838527306262536	-17.536224368463685	0.019999999192176515
